行番号,,会社名,会社HP・URL,問い合わせフォームURL,送信成功,手動送信,取得日,手動送信,担当者名,事務備考,ステータス,結果区分,結果詳細,実行日
250,B,CAGUUU株式会社,https://www.caguuu.co.jp/,https://www.caguuu.co.jp/contact,contact@caguuu.com,不明,2026-08-18,,,,,SNSマーケティング,,,SNSマーケティング/X広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
251,B,日本コンベンションサービス株式会社,https://www.convention.co.jp/,https://www.convention.co.jp/contact/,不明,不明,2026-08-18,,,,,企画・マーケティング／広報・販促／オフィス系 音楽レーベル会社のSNSマーケティング,,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
252,B,バルクビルド株式会社,https://bulkbuild.co.jp,https://bulkbuild.co.jp/contact,info@bulkbuild.co.jp,不明,2026-08-18,,,,,未経験者歓迎!本社にてSNSマーケティング／人事アシスタント募集,,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
253,B,株式会社タイムチケット,https://timeticket.co.jp/,https://timeticket.co.jp/contact-form,不明,不明,2026-08-18,,,,,業界大手SNSマーケティング営業／営業経験活かして成長市場でマーケスキ...,,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
254,B,株式会社アクスワン,https://axone.co.jp/,https://axone.co.jp/contact/,不明,不明,2026-08-18,,,,,未経験者のみ募集!SNS運用マーケ&AIwebマーケのフィールドセール...,,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
255,B,株式会社GOKKO,https://gokkoclub.jp/,https://gokkoclub.jp/contact/,不明,不明,2026-08-18,,,,,「SNSマーケティング」最新トレンドを駆使したクリエイティブな仕事・,急募,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
256,B,株式会社SAELOUN,https://www.saeloun-group.com/,https://www.saeloun-group.com/contact,不明,不明,2026-08-18,,,,,SNSマーケティング及び企画制作、インフルエンサーマーケティング,急募,,Instagram運用/SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
257,B,ココザス株式会社,https://cocozas.jp/,https://cocozas.jp/contact/,info@cocozas.jp,不明,2026-08-18,,,,,未経験OK!事業急成長フェーズ／自社ブランドを世の中に仕掛ける「SNSマーケティング」メンバー募集,,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
258,B,株式会社ラフライフ東京本社,https://laughlife.jp/,https://laughlife.jp/contact/,不明,不明,2026-08-18,,,,,営業 × SNSマーケティング／20代活躍中!最速で市場価値を高めるキ... / 営業 × SNSマーケティング／20代活躍中!最速で市場価値を高めるキャリアへ,同日2求人,,SNSマーケティング/X広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
259,A,株式会社Laymoa,https://www.laymoa.com/,https://www.laymoa.com/contact-8,不明,不明,2026-08-18,,,,,広報／SNSやWebを駆使したマーケティング支援!完全土日祝休み,,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
260,A,株式会社東京通信グループ,https://tokyo-tsushin.com/,https://tokyo-tsushin.com/inquiry/,不明,不明,2026-08-18,,,,,SNSマーケティング責任者／主婦・主夫歓迎／急募／土日祝休みあり / マーケティングディレクター・CMO／SNSマーケ責任者／最新トレンドで...,同日2求人・急募,,SNSディレクター/SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
261,B,ZORSE株式会社,https://zorse.jp/,https://zorse.jp/contact.html,不明,不明,2026-08-18,,,,,完全土日祝休み! SNSマーケティング担当 / 完全土日祝休み!SNS運用×デザイン／Instagramクリエイティブ...,同日2求人・急募,,Instagram運用/SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
262,B,株式会社ICELLEAP,https://www.icelleap.com/,https://www.icelleap.com/contact,不明,不明,2026-08-18,,,,,SNSマーケティング担当,,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
263,A,プリマハム株式会社,https://www.primaham.co.jp/,https://www.primaham.co.jp/soudan/form.php,不明,不明,2026-08-18,,,,,「品川」SNSマーケティング「認知度向上／売上拡大」 東証プライム,増員,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
264,S,株式会社ALBONA,https://al-bo.io/,https://al-bo.io/contact/,不明,不明,2026-08-18,,,,,東京「未経験／第二新卒OK」美容ブランドの“ファン”を作る / 「渋谷／ショート動画リーダー」美容・ファッション・ライフスタイル・食品など幅広い業界に対応 / 広告運用チーム／Webマーケティング・ネット広告,同日3求人・急募・管理職,,Instagram運用/SNSマーケティング/広告運用
265,B,株式会社スパイスワークスホールディングス,https://www.spice-works.co.jp/,https://www.spice-works.co.jp/tospice/,不明,不明,2026-08-18,,,,,外食アワード受賞企業のSNSマーケ運用スタッフ,,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
266,A,株式会社ラフライフ／キャリアセンター,https://laughlife.jp/,https://laughlife.jp/contact/,不明,不明,2026-08-18,,,,,未経験採用／SNSマーケティング／年間休日120日以上 / 未経験積極採用／WEBマーケター,同日2求人・急募,,SNSマーケティング/ソーシャルメディア運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
267,B,株式会社クレンシアコスメ,https://creencia.co.jp/,https://creencia.co.jp/contact-us/,不明,不明,2026-08-18,,,,,SNSマーケティング責任者候補／インスタ×LINEで物販を強化,急募・管理職,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
268,B,株式会社Vinculum,https://vinculum-corp.co.jp/,https://vinculum-corp.co.jp/contact/,不明,不明,2026-08-18,,,,,韓国関連のSNSマーケティング職／未経験応募枠／語学不問／在宅OK,管理職,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
269,A,マインドフリー株式会社,https://mindfree.jp/,https://mindfree.jp/contact_web/,不明,不明,2026-08-18,,,,,あなたのSNSへの興味・熱意を仕事にしよう SNSマーケティングディレ... / あなたのSNSへの興味・熱意を仕事にしよう SNSマーケティングディレクター,同日2求人・急募,,SNSディレクター/SNSマーケティング/ソーシャルメディア運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
270,B,株式会社JAPANSOLUTIONS,https://japan-solution.jp/,https://japan-solution.jp/contact/,不明,不明,2026-08-18,,,,,SNSマーケティング担当募集／未経験OK／土日祝休み／インセンティブあ...,,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
271,B,株式会社One feat.,https://www.onefeat.jp/,https://www.onefeat.jp/contact.html,不明,不明,2026-08-18,,,,,動画・映像クリエイター「SNSマーケ」／経験ゼロから一流へ,急募,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
272,B,株式会社Tailor App,https://www.tailorapp.jp/,https://www.tailorapp.jp/contact/,info@tailorapp.jp,不明,2026-08-18,,,,,ライブコマース・SNSマーケティングのプロデューサー／主婦・主夫歓迎,急募,,SNSマーケティング,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
273,A,株式会社ハグオール,https://www.hugall.co.jp/,https://www.hugall.co.jp/contact/,不明,不明,2026-08-18,,,,,Webマーケティング／食料品・日用品・雑貨・文具 / Webマーケティング,同日2求人・増員,,Instagram運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
274,A,株式会社日本パーソナルビジネス,https://www.npb-net.com/,https://www.npb-net.com/inquiry/,不明,不明,2026-08-18,,,,,SNSアカウントプランナー／インフルエンサーマーケティング,,,Instagram運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
275,B,株式会社ワールドフィット,https://world-fit.co.jp/,https://world-fit.co.jp/contact/,info@world-fit.co.jp,不明,2026-08-18,,,,,SNS担当 パーソナルジムBEYONDを中心とし、各種フィットネスやアパレルブランドのSNS戦略設計... / パーソナルジムBEYONDを中心とし、各種フィットネスやアパレルブランドのSNS戦略設計〜運用,同日2求人・急募,,Instagram運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
276,A,株式会社エンデバース,https://endeverse.co.jp/,https://endeverse.co.jp/contact/,不明,不明,2026-08-18,,,,,「SNSマーケター」／システムインテグレータ・ソフトハウス,,,Instagram運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
277,B,株式会社アスパーク,https://www.aspark.co.jp/,https://www.aspark.co.jp/company/contact/,不明,不明,2026-08-18,,,,,SNS運用担当,,,Instagram運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
278,A,株式会社ピーエスシー,https://www.psc-inc.co.jp/,https://www.psc-inc.co.jp/contact/,info@psc-inc.co.jp,不明,2026-08-18,,,,,「東京／港区」Webマーケッター／web広告・アナリスト,,,Instagram運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
279,A,株式会社TAKUMIモーターオイル,https://takumi-motoroil.co.jp/,https://takumi-motoroil.co.jp/contact/,不明,不明,2026-08-18,,,,,「自社製品のSNSマーケター」代表直下のスピード感でカーケア用品のプロモーションを主導／車知識不問,,,X広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
280,S,株式会社刀,https://katana-marketing.co.jp/,https://katana.fun/contact/,不明,不明,2026-08-18,,,,,デジタル広告運用・改善担当／昇給あり／ブランクOK／研修あり／主婦・主夫歓迎／急募 / デジタル広告運用・改善担当／昇給あり／ブランクOK／研修あり／主婦,同日2求人・急募,,LINE広告運用/X広告運用/広告運用
281,S,株式会社TWOSTONE&Sons,https://twostone-s.com/,https://twostone-s.com/contact/,不明,不明,2026-08-18,,,,,「デジタル広告運用マネージャー」データ関連の新規事業領域における責任者候補 / WEBマーケティング担当・WEB広告運用／第二新卒枠／未経験歓迎／土日祝休み／渋谷駅5分 / 「デジタル広告運用マネージャー」データ関連の新規事業領域における責任者...,同日3求人,,X広告運用/ソーシャルメディア運用/広告運用
282,A,GEM Partners株式会社,https://www.gempartners.com/,https://www.gempartners.com/contact/,info@gempartners.com,不明,2026-08-18,,,,,デジタル広告運用 映画・アニメ等エンタメ作品をヒットへ導く / 「デジタル広告運用」映画・アニメ等エンタメ作品をヒットへ導く,同日2求人,,Facebook広告運用/X広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
